uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies
A2VCK2,103,DCD2B_HUMAN,Doublecortin domain-containing protein 2B,Experimental evidence at protein level,,,"27724,45832"
A2VDF0,117,FUCM_HUMAN,Fucose mutarotase,Experimental evidence at protein level,,,39207
A2VDJ0,119,T131L_HUMAN,Transmembrane protein 131-like,Experimental evidence at protein level,Cell membrane;Cytoplasm,ECO:0000269;ECO:0000269,"43472,48443"
A3KMH1,126,VWA8_HUMAN,von Willebrand factor A domain-containing protein 8,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"39075,45478"
A3KN83,120,SBNO1_HUMAN,Protein strawberry notch homolog 1,Experimental evidence at protein level,,,"42388,57168"
A4D0S4,123,LAMB4_HUMAN,Laminin subunit beta-4,Experimental evidence at transcript level,"Secreted,extracellular space,extracellular matrix,basement membrane",,"20242,24247"
A4D0V7,112,CPED1_HUMAN,Cadherin-like and PC-esterase domain-containing protein 1,Experimental evidence at transcript level,,,"11744,12058"
A4D126,108,ISPD_HUMAN,D-ribitol-5-phosphate cytidylyltransferase,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000269,"43810,53554"
A4D161,108,F221A_HUMAN,Protein FAM221A,Experimental evidence at protein level,,,"19719,19720,26748,26752"
A4D1B5,106,GSAP_HUMAN,Gamma-secretase-activating protein,Experimental evidence at protein level,"Golgi apparatus,trans-Golgi network",ECO:0000269,"20058,23994,60016"
A4D1E1,103,Z804B_HUMAN,Zinc finger protein 804B,Experimental evidence at transcript level,,,"21776,26702,26707"
A4D1E9,124,GTPBA_HUMAN,GTP-binding protein 10,Experimental evidence at protein level,"Nucleus,nucleolus;Chromosome",ECO:0000269;ECO:0000269,"20063,21076,61634"
A4D1F6,123,LRRD1_HUMAN,Leucine-rich repeat and death domain-containing protein 1,Experimental evidence at transcript level,,,"42675,50174,55670,69250,79440"
A4D1P6,126,WDR91_HUMAN,WD repeat-containing protein 91,Experimental evidence at protein level,Early endosome membrane;Late endosome membrane,ECO:0000269;ECO:0000269,"20059,24260,31520"
A4D1S0,115,KLRG2_HUMAN,Killer cell lectin-like receptor subfamily G member 2,Experimental evidence at protein level,Membrane,ECO:0000305,18199
A4D1S5,129,RAB19_HUMAN,Ras-related protein Rab-19,Experimental evidence at protein level,Cell membrane,ECO:0000305,"51077,75920"
A4D1T9,105,PRS37_HUMAN,Probable inactive serine protease 37,Experimental evidence at protein level,"Cytoplasmic vesicle,secretory vesicle,acrosome;Secreted",ECO:0000269;ECO:0000305,"20541,50751"
A4D1U4,105,DEN11_HUMAN,DENN domain-containing protein 11,Experimental evidence at protein level,,,"29467,61437"
A4D256,104,CC14C_HUMAN,Dual specificity protein phosphatase CDC14C,Experimental evidence at transcript level,Endoplasmic reticulum membrane,ECO:0000269,"13312,64747"
A4D263,85,SPT48_HUMAN,Spermatogenesis-associated protein 48,Experimental evidence at transcript level,,,"21791,26094"
A4D2B0,107,MBLC1_HUMAN,Metallo-beta-lactamase domain-containing protein 1,Experimental evidence at protein level,"Cytoplasm,cytosol;Nucleus",ECO:0000269;ECO:0000269,"62899,71574"
A4D2G3,117,O2A25_HUMAN,Olfactory receptor 2A25,Experimental evidence at transcript level,Cell membrane,,"48889,58272,63087"
A4D2H0,94,CTGEF_HUMAN,cTAGE family member 15,Experimental evidence at transcript level,Membrane,ECO:0000305,"387,707,922,1431"
A4D2P6,117,GRD2I_HUMAN,Delphilin,Protein inferred from homology,Postsynaptic cell membrane,ECO:0000250,"45381,54611"
A4FU01,117,MTMRB_HUMAN,Myotubularin-related protein 11,Experimental evidence at transcript level,,,"30351,54274,72906"
A4FU28,87,CTGE9_HUMAN,cTAGE family member 9,Experimental evidence at transcript level,Membrane,ECO:0000305,"387,707,922,1431"
A4FU49,122,SH321_HUMAN,SH3 domain-containing protein 21,Experimental evidence at transcript level,,,"42212,42456,66168"
A4FU69,117,EFCB5_HUMAN,EF-hand calcium-binding domain-containing protein 5,Experimental evidence at protein level,,,"22852,28608,75100"
A4GXA9,111,EME2_HUMAN,Probable crossover junction endonuclease EME2,Experimental evidence at protein level,Nucleus,ECO:0000305,45770
A4IF30,101,S35F4_HUMAN,Solute carrier family 35 member F4,Experimental evidence at transcript level,Membrane,ECO:0000305,43853
A4QMS7,96,CE049_HUMAN,Uncharacterized protein C5orf49,Experimental evidence at protein level,,,"43759,60874"
A4UGR9,121,XIRP2_HUMAN,Xin actin-binding repeat-containing protein 2,Experimental evidence at protein level,Cell junction,ECO:0000269,"34812,34813,74599"
A5A3E0,123,POTEF_HUMAN,POTE ankyrin domain family member F,Experimental evidence at protein level,"Cytoplasm,cell cortex",ECO:0000269,"41264,41271,42822,43260"
A5D6W6,101,FITM1_HUMAN,Fat storage-inducing transmembrane protein 1,Experimental evidence at transcript level,Endoplasmic reticulum membrane,ECO:0000255;ECO:0000269,"19842,77893"
A5D8T8,123,CL18A_HUMAN,C-type lectin domain family 18 member A,Experimental evidence at protein level,Secreted;Endoplasmic reticulum;Golgi apparatus;Endosome,ECO:0000269;ECO:0000305;ECO:0000305;ECO:0000305,48976
A5D8V6,127,VP37C_HUMAN,Vacuolar protein sorting-associated protein 37C,Experimental evidence at protein level,Late endosome membrane,ECO:0000305,"43348,62233"
A5D8V7,121,ODAD3_HUMAN,Outer dynein arm-docking complex subunit 3,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,cilium basal body;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole;Cytoplasm,cytoskeleton,cilium axoneme",ECO:0000250;ECO:0000250;ECO:0000269,"44184,54626"
A5D8W1,122,CFA69_HUMAN,Cilia- and flagella-associated protein 69,Experimental evidence at protein level,"Cell projection,cilium;Cell projection,cilium,flagellum",ECO:0000250;ECO:0000269,62883
A5LHX3,126,PSB11_HUMAN,Proteasome subunit beta type-11,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000255;ECO:0000250,"28967,56970"
A5PKW4,132,PSD1_HUMAN,PH and SEC7 domain-containing protein 1,Experimental evidence at protein level,"Cell membrane;Cell projection,ruffle membrane;Cleavage furrow",ECO:0000269;ECO:0000269;ECO:0000269,"59237,75144"
A5PL33,107,KRBA1_HUMAN,Protein KRBA1,Experimental evidence at protein level,,,"21237,50448"
A5PLK6,102,RGSL_HUMAN,Regulator of G-protein signaling protein-like,Experimental evidence at transcript level,Membrane,ECO:0000305,29357
A5PLL1,109,AN34B_HUMAN,Ankyrin repeat domain-containing protein 34B,Experimental evidence at transcript level,Cytoplasm;Nucleus,ECO:0000250,"43327,61740"
A5PLL7,123,PDES1_HUMAN,Plasmanylethanolamine desaturase,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,59549
A5PLN7,98,F149A_HUMAN,Protein FAM149A,Experimental evidence at transcript level,,,"44019,55004"
A5PLN9,116,TPC13_HUMAN,Trafficking protein particle complex subunit 13,Experimental evidence at protein level,,,"37776,37777,57535"
A5X5Y0,134,5HT3E_HUMAN,5-hydroxytryptamine receptor 3E,Experimental evidence at protein level,Cell membrane,ECO:0000269,"49764,57671"
A5YKK6,140,CNOT1_HUMAN,CCR4-NOT transcription complex subunit 1,Experimental evidence at protein level,"Cytoplasm,P-body;Nucleus",ECO:0000269;ECO:0000305,"29843,29844,29845,46577,49664,68542"
A5YM69,100,ARG35_HUMAN,Rho guanine nucleotide exchange factor 35,Experimental evidence at protein level,,,"44188,45619,45699"
A5YM72,121,CRNS1_HUMAN,Carnosine synthase 1,Experimental evidence at protein level,,,"38569,38570"
A6BM72,122,MEG11_HUMAN,Multiple epidermal growth factor-like domains protein 11,Experimental evidence at protein level,Cell membrane;Basolateral cell membrane,ECO:0000269;ECO:0000269,"17982,76558"
A6H8M9,114,CDHR4_HUMAN,Cadherin-related family member 4,Experimental evidence at transcript level,Membrane,ECO:0000305,"43330,76277"
A6H8Y1,129,BDP1_HUMAN,Transcription factor TFIIIB component B'' homolog,Experimental evidence at protein level,Nucleus,ECO:0000269,"30952,30953,43140,49726,60048,64166,67956,74160,77984"
A6H8Z2,99,F221B_HUMAN,Protein FAM221B,Experimental evidence at protein level,,,"23011,26577"
A6NC05,93,YD286_HUMAN,Glutaredoxin-like protein C5orf63,Experimental evidence at transcript level,,,43240
A6NC42,109,DPPA5_HUMAN,Developmental pluripotency-associated 5 protein,Experimental evidence at transcript level,Cytoplasm,ECO:0000250,"45013,55016,64505"
A6NC51,104,T150B_HUMAN,Modulator of macroautophagy TMEM150B,Experimental evidence at transcript level,"Cell membrane;Endosome membrane;Cytoplasmic vesicle,autophagosome membrane",ECO:0000269;ECO:0000269;ECO:0000269,"45190,59728,60334,76767"
A6NC57,119,ANR62_HUMAN,Ankyrin repeat domain-containing protein 62,Experimental evidence at transcript level,,,"27557,40733,59835"
A6NC86,101,PINLY_HUMAN,phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,Experimental evidence at transcript level,Secreted,ECO:0000305,61218
A6NC98,120,CC88B_HUMAN,Coiled-coil domain-containing protein 88B,Experimental evidence at protein level,"Membrane;Cytoplasm,cytoskeleton,microtubule organizing center;Endoplasmic reticulum;Golgi apparatus;Cytoplasm",ECO:0000250;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"26652,76251"
A6NCC3,101,GOG8O_HUMAN,Golgin subfamily A member 8O,Experimental evidence at protein level,,,"45397,52085,64529,77095,78246"
A6NCE7,121,MP3B2_HUMAN,Microtubule-associated proteins 1A/1B light chain 3 beta 2,Experimental evidence at protein level,"Cytoplasmic vesicle,autophagosome membrane;Endomembrane system;Cytoplasm,cytoskeleton",ECO:0000250;ECO:0000250;ECO:0000250,"42824,43000,43008,52474,52484,53767"
A6NCF5,109,KLH33_HUMAN,Kelch-like protein 33,Protein predicted,,,"49985,56560,61239"
A6NCI4,107,VWA3A_HUMAN,von Willebrand factor A domain-containing protein 3A,Experimental evidence at transcript level,Secreted,ECO:0000305,"41696,42044,61561"
A6NCI8,85,CB078_HUMAN,Uncharacterized protein C2orf78,Experimental evidence at transcript level,,,"47830,62749,73368,74138"
A6NCJ1,83,TKTI1_HUMAN,Tektin bundle-interacting protein 1,Protein inferred from homology,"Cytoplasm,cytoskeleton,cilium axoneme",ECO:0000250,48654
A6NCK2,103,TR43B_HUMAN,Tripartite motif-containing protein 43B,Protein inferred from homology,,,"42223,42772,53302"
A6NCL1,99,GEMC1_HUMAN,Geminin coiled-coil domain-containing protein 1,Experimental evidence at protein level,Nucleus,ECO:0000250,"43663,56038"
A6NCL7,104,AN33B_HUMAN,Ankyrin repeat domain-containing protein 33B,Protein inferred from homology,,,"56974,61379"
A6NCN8,73,TEX52_HUMAN,Testis-expressed protein 52,Protein predicted,,,"40451,43581"
A6NCQ9,112,RN222_HUMAN,RING finger protein 222,Protein predicted,Membrane,ECO:0000305,48916
A6NCS4,120,NKX26_HUMAN,Homeobox protein Nkx-2.6,Experimental evidence at protein level,Nucleus,ECO:0000305,25288
A6NCS6,93,CB072_HUMAN,Uncharacterized protein C2orf72,Experimental evidence at protein level,,,"34611,44962"
A6NCW0,112,U17L3_HUMAN,Ubiquitin carboxyl-terminal hydrolase 17-like protein 3,Protein inferred from homology,Nucleus;Endoplasmic reticulum,ECO:0000250;ECO:0000250,"43726,45316,45642,49562,50970,52498,52532,56399,66248,75643,78245"
A6NCW7,108,U17L4_HUMAN,Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 4,Protein inferred from homology,Nucleus;Endoplasmic reticulum,ECO:0000250;ECO:0000250,"43726,45316,45642,49562,50970,52498,52532,56399,66248,75643,78245"
A6ND01,102,JUNO_HUMAN,Sperm-egg fusion protein Juno,Experimental evidence at protein level,Cell membrane,ECO:0000250,"52755,60285,68377"
A6ND36,115,FA83G_HUMAN,Protein FAM83G,Experimental evidence at protein level,"Cytoplasm,cytosol;Nucleus",ECO:0000269;ECO:0000269,"23369,23940,75154"
A6ND91,117,ASPDH_HUMAN,Aspartate dehydrogenase domain-containing protein,Experimental evidence at protein level,,,"42631,42654"
A6NDA9,127,LRIT2_HUMAN,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2",Experimental evidence at transcript level,Membrane,,37788
A6NDB9,104,PALM3_HUMAN,Paralemmin-3,Experimental evidence at protein level,Cytoplasm;Cell membrane,ECO:0000250;ECO:0000250,"52794,56119"
A6NDD5,98,SYN1L_HUMAN,Synapse differentiation-inducing gene protein 1-like,Protein inferred from homology,"Membrane;Golgi apparatus,cis-Golgi network",ECO:0000305;ECO:0000250,"42594,48487"
A6NDE4,117,RBY1B_HUMAN,"RNA-binding motif protein, Y chromosome, family 1 member B",Experimental evidence at transcript level,Nucleus,,"1534,45398,47543,53147,57723,73978"
A6NDE8,95,GG12H_HUMAN,G antigen 12H,Protein inferred from homology,,,43232
A6NDG6,122,PGP_HUMAN,Glycerol-3-phosphate phosphatase,Experimental evidence at protein level,,,"43096,46739"
A6NDI0,119,TR49B_HUMAN,Putative tripartite motif-containing protein 49B,Experimental evidence at transcript level,,,58352
A6NDK9,99,GOG6C_HUMAN,Golgin subfamily A member 6C,Protein inferred from homology,,,"43782,44978,45056,50087,72134"
A6NDN3,93,GOG6B_HUMAN,Golgin subfamily A member 6B,Protein inferred from homology,,,"43782,44978,45056,50087,72134"
A6NDP7,95,MADL2_HUMAN,Myeloid-associated differentiation marker-like protein 2,Experimental evidence at protein level,Membrane,ECO:0000305,"41856,48476"
A6NDS4,114,TBC3B_HUMAN,TBC1 domain family member 3B,Experimental evidence at transcript level,Cell membrane,ECO:0000250,"46969,47745,52553"
A6NDU8,103,RIMC1_HUMAN,RAB7A-interacting MON1-CCZ1 complex subunit 1,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000269,"43779,63816"
A6NDV4,119,TMM8B_HUMAN,Transmembrane protein 8B,Experimental evidence at protein level,Cell membrane;Cytoplasm;Nucleus;Mitochondrion;Endoplasmic reticulum,ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"52130,62701"
A6NDY0,115,EPAB2_HUMAN,Embryonic polyadenylate-binding protein 2,Experimental evidence at transcript level,Cytoplasm,ECO:0000250,43415
A6NDY2,73,F90AA_HUMAN,Putative protein FAM90A10,Protein uncertain,,,"45054,46384,47095,60078"
A6NDZ8,100,MB3L4_HUMAN,Putative methyl-CpG-binding domain protein 3-like 4,Protein uncertain,,,"51259,60924,73654"
A6NE01,89,F186A_HUMAN,Protein FAM186A,Experimental evidence at transcript level,,,"47128,64735"
A6NE02,113,BTBDH_HUMAN,BTB/POZ domain-containing protein 17,Protein inferred from homology,Secreted,ECO:0000305,"25022,63875"
A6NE21,73,F90AI_HUMAN,Putative protein FAM90A18P/FAM90A19P,Protein uncertain,,,"45054,46384,47095,60078"
A6NE52,111,WDR97_HUMAN,WD repeat-containing protein 97,Experimental evidence at transcript level,,,59409
A6NE82,96,MB3L3_HUMAN,Putative methyl-CpG-binding domain protein 3-like 3,Protein uncertain,,,"51259,60924,73654"
A6NED2,117,RCCD1_HUMAN,RCC1 domain-containing protein 1,Experimental evidence at protein level,Chromosome,ECO:0000269,"39683,40776"
A6NEE1,97,PLHD1_HUMAN,Pleckstrin homology domain-containing family D member 1,Experimental evidence at transcript level,,,"51875,64587"
A6NEF3,84,GG6L4_HUMAN,Golgin subfamily A member 6-like protein 4,Protein inferred from homology,,,77530
A6NEH6,94,TM247_HUMAN,Transmembrane protein 247,Protein predicted,Membrane,ECO:0000305,49130
A6NEK1,105,ARRD5_HUMAN,Arrestin domain-containing protein 5,Protein inferred from homology,,,"50929,54679,64646"
A6NEL2,116,SWAHB_HUMAN,Ankyrin repeat domain-containing protein SOWAHB,Experimental evidence at protein level,,,"36809,36810,77830"
A6NEM1,105,GG6L9_HUMAN,Golgin subfamily A member 6-like protein 9,Experimental evidence at protein level,,,77530
A6NEN9,87,CX065_HUMAN,Uncharacterized protein CXorf65,Protein predicted,,,47396
A6NEQ0,105,RBY1E_HUMAN,"RNA-binding motif protein, Y chromosome, family 1 member E",Experimental evidence at protein level,Nucleus,,"1534,45398,47543,53147,57723,73978"
A6NEQ2,103,F181B_HUMAN,Protein FAM181B,Experimental evidence at protein level,,,"56413,65373,66861,75523"
A6NER3,91,GG12J_HUMAN,G antigen 12J,Protein inferred from homology,,,43232
A6NES4,98,MRO2A_HUMAN,Maestro heat-like repeat-containing protein family member 2A,Protein predicted,,,"45417,52107"
A6NEV1,85,PR23A_HUMAN,Proline-rich protein 23A,Protein inferred from homology,,,"47473,60927,73655"
A6NEW6,71,F90AG_HUMAN,Putative protein FAM90A16P/FAM90A17P,Protein uncertain,,,"45054,46384,47095,60078"
A6NF34,104,ANTRL_HUMAN,Anthrax toxin receptor-like,Protein inferred from homology,Membrane,ECO:0000305,14904
A6NF36,83,CC182_HUMAN,Coiled-coil domain-containing protein 182,Experimental evidence at transcript level,,,"23446,23454"
A6NF83,83,NUPR2_HUMAN,Nuclear protein 2,Experimental evidence at transcript level,Nucleus,ECO:0000269,74139
A6NF89,110,OR6C6_HUMAN,Olfactory receptor 6C6,Protein inferred from homology,Cell membrane,,51090
A6NFA0,70,F205C_HUMAN,Protein FAM205C,Protein inferred from homology,Membrane,ECO:0000305,13767
A6NFA1,105,TIKI2_HUMAN,Metalloprotease TIKI2,Experimental evidence at protein level,Cell membrane,ECO:0000269,"45817,74725"
A6NFC5,93,TM235_HUMAN,Transmembrane protein 235,Experimental evidence at transcript level,Membrane;Endoplasmic reticulum,ECO:0000305;ECO:0000305,53939
A6NFD8,122,HELT_HUMAN,Hairy and enhancer of split-related protein HELT,Experimental evidence at transcript level,Nucleus,ECO:0000255,"36188,36189"
A6NFE2,91,SMCO2_HUMAN,Single-pass membrane and coiled-coil domain-containing protein 2,Experimental evidence at transcript level,Membrane,ECO:0000305,"14366,14417"
A6NFE3,103,EFC10_HUMAN,EF-hand calcium-binding domain-containing protein 10,Experimental evidence at transcript level,,,"19751,63489"
A6NFH5,106,FBP12_HUMAN,Fatty acid-binding protein 12,Experimental evidence at transcript level,,,44041
A6NFK2,90,GRCR2_HUMAN,Glutaredoxin domain-containing cysteine-rich protein 2,Protein inferred from homology,"Cell projection,stereocilium",ECO:0000250,"55131,59421,65036"
A6NFN3,112,RFOX3_HUMAN,RNA binding protein fox-1 homolog 3,Experimental evidence at transcript level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,"30790,67202,75862"
A6NFN9,105,ANKUB_HUMAN,Protein ANKUB1,Experimental evidence at transcript level,,,"39572,46190,53749"
A6NFQ2,125,TCAF2_HUMAN,TRPM8 channel-associated factor 2,Experimental evidence at protein level,Cell membrane,ECO:0000269,"38756,38758,45623"
A6NFQ7,108,DPRX_HUMAN,Divergent paired-related homeobox,Experimental evidence at transcript level,Nucleus,ECO:0000255,"43682,76921"
A6NFT4,86,CFA73_HUMAN,Cilia- and flagella-associated protein 73,Experimental evidence at transcript level,"Cytoplasm,cytoskeleton,cilium axoneme",ECO:0000250,48539
A6NFU0,102,F187A_HUMAN,Ig-like V-type domain-containing protein FAM187A,Protein inferred from homology,Membrane,ECO:0000305,"22794,43131,56723,62228,76813,77358"
A6NFU8,112,PGPIL_HUMAN,Pyroglutamyl-peptidase 1-like protein,Experimental evidence at transcript level,,,41781
A6NFX1,94,MFS2B_HUMAN,Sphingosine-1-phosphate transporter MFSD2B,Experimental evidence at protein level,Cell membrane,ECO:0000269,"44145,54231"
A6NFY4,99,NEMP2_HUMAN,Nuclear envelope integral membrane protein 2,Experimental evidence at transcript level,Nucleus inner membrane,ECO:0000250,"23185,47205,57719,77090"
A6NFY7,98,SDHF1_HUMAN,"Succinate dehydrogenase assembly factor 1, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix,ECO:0000305,"64277,74563,77189"
A6NFZ4,89,FA24A_HUMAN,Protein FAM24A,Protein inferred from homology,Secreted,ECO:0000305,"42821,43996,52490"
A6NG13,91,MGT4D_HUMAN,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D",Experimental evidence at transcript level,Golgi apparatus membrane;Endoplasmic reticulum membrane,ECO:0000250;ECO:0000305,36523
