uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies,loc_eco,loc_eco_comment,loc_exp_evidence,UniProt_final_locations,UniProt_Corresponding_GOTerm,CorrespondingGOTerm_HPA,Corresponding_HPA_location
A7KAX9,139,RHG32_HUMAN,Rho GTPase-activating protein 32,Experimental evidence at protein level,"Postsynaptic density;Cell projection,dendritic spine;Cytoplasm,cell cortex;Endosome membrane;Golgi apparatus membrane;Endoplasmic reticulum membrane;Membrane",ECO:0000250;ECO:0000250;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000269,"38382,38389,61505","Postsynaptic density_ECO:0000250;Cell projection,dendritic spine_ECO:0000250;Cytoplasm,cell cortex_ECO:0000269;Endosome membrane_ECO:0000269;Golgi apparatus membrane_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000250;Membrane_ECO:0000269",,"Cytoplasm,cell cortex;Endosome membrane;Golgi apparatus membrane;Membrane",cell cortex;Endosome membrane;Golgi apparatus membrane;Membrane,GO:0005938;GO:0010008;GO:0000139;GO:0016020,GO:0005794;GO:0005737;GO:0005768,Golgi apparatus;Cytosol;Endosomes
A8CG34,121,P121C_HUMAN,Nuclear envelope pore membrane protein POM 121C,Experimental evidence at protein level,"Nucleus,nuclear pore complex;Nucleus membrane;Endoplasmic reticulum membrane",ECO:0000269;ECO:0000269;ECO:0000250,"43809,49817","Nucleus,nuclear pore complex_ECO:0000269;Nucleus membrane_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000250",,"Nucleus,nuclear pore complex;Nucleus membrane",nuclear pore complex;Nucleus membrane,GO:0005643;GO:0031965,GO:0031965;GO:0005634,Nucleoplasm;Nuclear membrane
A8K0Z3,119,WASH1_HUMAN,WASH complex subunit 1,Experimental evidence at protein level,"Early endosome membrane;Recycling endosome membrane;Late endosome;Cytoplasmic vesicle,autophagosome;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole",ECO:0000269;ECO:0000250;ECO:0000269;ECO:0000250;ECO:0000250,2689,"Early endosome membrane_ECO:0000269;Recycling endosome membrane_ECO:0000250;Late endosome_ECO:0000269;Cytoplasmic vesicle,autophagosome_ECO:0000250;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole_ECO:0000250",,Early endosome membrane;Late endosome,Early endosome membrane;Late endosome,GO:0031901;GO:0005770,GO:0005768,Endosomes
A8K2U0,118,A2ML1_HUMAN,Alpha-2-macroglobulin-like protein 1,Experimental evidence at protein level,Secreted,ECO:0000269,"38847,38848",Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005768,Endosomes
A8K7I4,118,CLCA1_HUMAN,Calcium-activated chloride channel regulator 1,Experimental evidence at protein level,"Secreted,extracellular space;Cell membrane",ECO:0000269;ECO:0000269,"52787,59301","Secreted,extracellular space_ECO:0000269;Cell membrane_ECO:0000269",,"Secreted,extracellular space;Cell membrane",extracellular space;Cell membrane,GO:0005615;GO:0005886,GO:0005886;GO:0005768,Plasma membrane;Endosomes
A8K830,92,OCAT2_HUMAN,POU class 2 homeobox associating factor 3,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"40625,48188",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
A8K8P3,121,SFI1_HUMAN,Protein SFI1 homolog,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole",ECO:0000269,3716,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome,centriole",centriole,GO:0005814,GO:0015630,Microtubules
A8MQ27,115,NEU1B_HUMAN,E3 ubiquitin-protein ligase NEURL1B,Experimental evidence at protein level,Cytoplasm,ECO:0000269,"37612,37613,57518",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
A8MQT2,103,GOG8B_HUMAN,Golgin subfamily A member 8B,Experimental evidence at transcript level,"Golgi apparatus,Golgi stack membrane",ECO:0000269,"51808,52079,52085,64529","Golgi apparatus,Golgi stack membrane_ECO:0000269",,"Golgi apparatus,Golgi stack membrane",Golgi stack membrane,GO:0032580,GO:0005794,Golgi apparatus
A8MT69,119,CENPX_HUMAN,Centromere protein X,Experimental evidence at protein level,"Nucleus;Chromosome,centromere;Chromosome,centromere,kinetochore",ECO:0000269;ECO:0000269;ECO:0000269,27348,"Nucleus_ECO:0000269;Chromosome,centromere_ECO:0000269;Chromosome,centromere,kinetochore_ECO:0000269",,"Nucleus;Chromosome,centromere;Chromosome,centromere,kinetochore",Nucleus;centromere,GO:0005634;GO:0000775,GO:0005634,Nucleoplasm
A8MTJ3,123,GNAT3_HUMAN,Guanine nucleotide-binding protein G(t) subunit alpha-3,Experimental evidence at transcript level,Cytoplasm,ECO:0000269,"55978,58357,71345",Cytoplasm_ECO:0000269,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
A8MTT3,93,CEBOS_HUMAN,Protein CEBPZOS,Experimental evidence at protein level,Mitochondrion membrane,ECO:0000269,53866,Mitochondrion membrane_ECO:0000269,,Mitochondrion membrane,Mitochondrion membrane,GO:0031966,GO:0005739,Mitochondria
A8MTZ0,93,BBIP1_HUMAN,BBSome-interacting protein 1,Experimental evidence at protein level,"Cell projection,cilium;Cytoplasm",ECO:0000269;ECO:0000269,"55206,75343","Cell projection,cilium_ECO:0000269;Cytoplasm_ECO:0000269",,"Cell projection,cilium;Cytoplasm",cilium;Cytoplasm,GO:0005929;GO:0005737,GO:0005737;GO:0005739,Cytosol;Mitochondria
A8MU46,101,SMTL1_HUMAN,Smoothelin-like protein 1,Experimental evidence at protein level,"Cytoplasm,myofibril;Cytoplasm,myofibril,sarcomere,I band;Cytoplasm,myofibril,sarcomere,M line;Nucleus",ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250,"40264,79426","Cytoplasm,myofibril_ECO:0000269;Cytoplasm,myofibril,sarcomere,I band_ECO:0000250;Cytoplasm,myofibril,sarcomere,M line_ECO:0000250;Nucleus_ECO:0000250",,"Cytoplasm,myofibril",myofibril,GO:0030016,GO:0005737,Cytosol
A8MUP2,102,CSKMT_HUMAN,"Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial",Experimental evidence at protein level,Mitochondrion,ECO:0000269,"38115,38533,69029",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
A8MVW5,124,HECA2_HUMAN,HEPACAM family member 2,Experimental evidence at protein level,"Golgi apparatus membrane;Cytoplasm,cytoskeleton,spindle;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Midbody",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"12381,76893,78037","Golgi apparatus membrane_ECO:0000269;Cytoplasm,cytoskeleton,spindle_ECO:0000269;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269;Midbody_ECO:0000269",,"Golgi apparatus membrane;Cytoplasm,cytoskeleton,spindle;Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Midbody",Golgi apparatus membrane;spindle;centrosome;Midbody,GO:0000139;GO:0005819;GO:0005815;GO:0030496,GO:0005794;GO:0030496;GO:0015630,Golgi apparatus;Microtubules;Midbody
A8MYV0,86,DCD2C_HUMAN,Doublecortin domain-containing protein 2C,Experimental evidence at protein level,"Cell projection,cilium,flagellum;Cytoplasm",ECO:0000269;ECO:0000269,45848,"Cell projection,cilium,flagellum_ECO:0000269;Cytoplasm_ECO:0000269",,"Cell projection,cilium,flagellum;Cytoplasm",flagellum;Cytoplasm,GO:0031514;GO:0005737,GO:0005737,Cytosol
A8MZ59,105,LEUTX_HUMAN,Paired-like homeodomain transcription factor LEUTX,Experimental evidence at protein level,Nucleus,ECO:0000269,41498,Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
A9QM74,114,IMA8_HUMAN,Importin subunit alpha-8,Experimental evidence at protein level,Nucleus,ECO:0000269,31395,Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
A9UHW6,126,MI4GD_HUMAN,MIF4G domain-containing protein,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"51222,75256",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
B0I1T2,114,MYO1G_HUMAN,Unconventional myosin-Ig,Experimental evidence at protein level,"Cell membrane;Cell projection,phagocytic cup",ECO:0000269;ECO:0000250,21252,"Cell membrane_ECO:0000269;Cell projection,phagocytic cup_ECO:0000250",,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
B0YJ81,115,HACD1_HUMAN,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,"50901,77844",Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
B1AK53,121,ESPN_HUMAN,Espin,Experimental evidence at protein level,"Cytoplasm,cytoskeleton;Cell projection,stereocilium;Cell projection,microvillus",ECO:0000250;ECO:0000269;ECO:0000269,"28674,60220","Cytoplasm,cytoskeleton_ECO:0000250;Cell projection,stereocilium_ECO:0000269;Cell projection,microvillus_ECO:0000269",,"Cell projection,stereocilium;Cell projection,microvillus",stereocilium;microvillus,GO:0032420;GO:0005902,GO:0005783,Endoplasmic reticulum
B1AL88,103,NALF1_HUMAN,NALCN channel auxiliary factor 1,Experimental evidence at protein level,Cell membrane,ECO:0000269,"39453,58768,70987",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
B2CW77,79,KILIN_HUMAN,Killin,Experimental evidence at protein level,Nucleus,ECO:0000269,"51401,54724,74502",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
B2RNN3,112,C1T9B_HUMAN,Complement C1q and tumor necrosis factor-related protein 9B,Experimental evidence at protein level,Secreted,ECO:0000269,"45231,45238,56632,59888",Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005634,Nucleoplasm
B2RUZ4,95,SMIM1_HUMAN,Small integral membrane protein 1,Experimental evidence at protein level,Cell membrane,ECO:0000269,69088,Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
B2RXF5,122,ZBT42_HUMAN,Zinc finger and BTB domain-containing protein 42,Experimental evidence at protein level,"Cytoplasm;Nucleus;Nucleus,nucleoplasm",ECO:0000250;ECO:0000269;ECO:0000250,"703,55105,66961","Cytoplasm_ECO:0000250;Nucleus_ECO:0000269;Nucleus,nucleoplasm_ECO:0000250",,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
B3KU38,80,IQIP1_HUMAN,IQCJ-SCHIP1 readthrough transcript protein,Experimental evidence at protein level,"Cell projection,axon;Cytoplasm",ECO:0000250;ECO:0000269,"3243,3445","Cell projection,axon_ECO:0000250;Cytoplasm_ECO:0000269",,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
B6A8C7,95,TARM1_HUMAN,"T-cell-interacting, activating receptor on myeloid cells protein 1",Experimental evidence at protein level,Cell membrane,ECO:0000269,"45529,51022,54401,75116",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
B7U540,99,KCJ18_HUMAN,Inward rectifier potassium channel 18,Experimental evidence at protein level,Cell membrane,ECO:0000269,27021,Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
B9EJG8,92,T150C_HUMAN,Transmembrane protein 150C,Experimental evidence at transcript level,Cell membrane;Lysosome membrane,ECO:0000269;ECO:0000305,"52921,76537",Cell membrane_ECO:0000269;Lysosome membrane_ECO:0000305,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
C9JE40,89,PATL2_HUMAN,Protein PAT1 homolog 2,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000250,"45551,52682,65221,69384,69975",Cytoplasm_ECO:0000269;Nucleus_ECO:0000250,,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
C9JLW8,89,MCRI1_HUMAN,Mapk-regulated corepressor-interacting protein 1,Experimental evidence at protein level,"Nucleus;Cytoplasm,Stress granule",ECO:0000269;ECO:0000269,"45542,52889","Nucleus_ECO:0000269;Cytoplasm,Stress granule_ECO:0000269",,"Nucleus;Cytoplasm,Stress granule",Nucleus;Stress granule,GO:0005634;GO:0010494,GO:0036464;GO:0005634,Cytoplasmic bodies;Nucleoplasm
C9JRZ8,99,AK1BF_HUMAN,Aldo-keto reductase family 1 member B15,Experimental evidence at protein level,Mitochondrion,ECO:0000269,"20280,60898,73633",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
D6RGH6,86,MCIN_HUMAN,Multicilin,Experimental evidence at protein level,Nucleus,ECO:0000269,"49981,58073",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
E0CX11,71,STMP1_HUMAN,Short transmembrane mitochondrial protein 1,Experimental evidence at protein level,Mitochondrion inner membrane;Mitochondrion outer membrane;Mitochondrion intermembrane space,ECO:0000269;ECO:0000250;ECO:0000250,"65565,78353",Mitochondrion inner membrane_ECO:0000269;Mitochondrion outer membrane_ECO:0000250;Mitochondrion intermembrane space_ECO:0000250,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
F5H094,86,SO1BT_HUMAN,SLCO1B3-SLCO1B7 readthrough transcript protein,Experimental evidence at protein level,Smooth endoplasmic reticulum membrane;Cell membrane;Endoplasmic reticulum membrane,ECO:0000269;ECO:0000269;ECO:0000269,"49844,50892,57751,73092",Smooth endoplasmic reticulum membrane_ECO:0000269;Cell membrane_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000269,,Smooth endoplasmic reticulum membrane;Cell membrane;Endoplasmic reticulum membrane,Smooth endoplasmic reticulum membrane;Cell membrane;Endoplasmic reticulum membrane,GO:0030868;GO:0005886;GO:0005789,GO:0005783;GO:0005886,Plasma membrane;Endoplasmic reticulum
H0YL14,70,TM250_HUMAN,Transmembrane protein 250,Experimental evidence at protein level,Membrane;Nucleus;Cytoplasm,ECO:0000305;ECO:0000269;ECO:0000269,66070,Membrane_ECO:0000305;Nucleus_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Cytoplasm,Nucleus;Cytoplasm,GO:0005634;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
M0R2J8,59,DCDC1_HUMAN,Doublecortin domain-containing protein 1,Experimental evidence at protein level,"Midbody,Midbody ring;Midbody;Cytoplasm,cytoskeleton,spindle",ECO:0000269;ECO:0000269;ECO:0000269,"32083,32084,39013,39014,40042,40291,57627,79230","Midbody,Midbody ring_ECO:0000269;Midbody_ECO:0000269;Cytoplasm,cytoskeleton,spindle_ECO:0000269",,"Midbody,Midbody ring;Midbody;Cytoplasm,cytoskeleton,spindle",Midbody ring;Midbody;spindle,GO:0090543;GO:0030496;GO:0005819,GO:0090543;GO:0030496;GO:0015630,Microtubules;Midbody;Midbody ring
O00124,161,UBXN8_HUMAN,UBX domain-containing protein 8,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,"17725,77538",Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
O00142,191,KITM_HUMAN,"Thymidine kinase 2, mitochondrial",Experimental evidence at protein level,Mitochondrion,ECO:0000269,"41162,45519",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
O00148,192,DX39A_HUMAN,ATP-dependent RNA helicase DDX39A,Experimental evidence at protein level,Nucleus;Cytoplasm,ECO:0000269;ECO:0000269,55334,Nucleus_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus;Cytoplasm,Nucleus;Cytoplasm,GO:0005634;GO:0005737,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
O00151,203,PDLI1_HUMAN,PDZ and LIM domain protein 1,Experimental evidence at protein level,"Cytoplasm;Cytoplasm,cytoskeleton;Cytoplasm,myofibril,sarcomere,Z line",ECO:0000269;ECO:0000269;ECO:0000269,"17010,72838,72840","Cytoplasm_ECO:0000269;Cytoplasm,cytoskeleton_ECO:0000269;Cytoplasm,myofibril,sarcomere,Z line_ECO:0000269",,"Cytoplasm;Cytoplasm,cytoskeleton;Cytoplasm,myofibril,sarcomere,Z line",Cytoplasm;cytoskeleton;Z line,GO:0005737;GO:0005856;GO:0030018,GO:0005737,Cytosol
O00159,217,MYO1C_HUMAN,Unconventional myosin-Ic,Experimental evidence at protein level,"Cytoplasm;Nucleus;Cytoplasm,cell cortex;Cell projection,stereocilium membrane;Cytoplasmic vesicle;Cell projection,ruffle membrane",ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000269,"1768,5924","Cytoplasm_ECO:0000269;Nucleus_ECO:0000269;Cytoplasm,cell cortex_ECO:0000250;Cell projection,stereocilium membrane_ECO:0000250;Cytoplasmic vesicle_ECO:0000250;Cell projection,ruffle membrane_ECO:0000269",,"Cytoplasm;Nucleus;Cell projection,ruffle membrane",Cytoplasm;Nucleus;ruffle membrane,GO:0005737;GO:0005634;GO:0032587,GO:0005737;GO:0005886;GO:0005634,Cytosol;Plasma membrane;Nucleoplasm
O00165,200,HAX1_HUMAN,HCLS1-associated protein X-1,Experimental evidence at protein level,"Mitochondrion;Endoplasmic reticulum;Nucleus membrane;Cytoplasmic vesicle;Cytoplasm,cell cortex;Cell membrane;Sarcoplasmic reticulum;Cytoplasm,P-body",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000269,"55141,75289","Mitochondrion_ECO:0000269;Endoplasmic reticulum_ECO:0000269;Nucleus membrane_ECO:0000269;Cytoplasmic vesicle_ECO:0000250;Cytoplasm,cell cortex_ECO:0000269;Cell membrane_ECO:0000269;Sarcoplasmic reticulum_ECO:0000250;Cytoplasm,P-body_ECO:0000269",,"Mitochondrion;Endoplasmic reticulum;Nucleus membrane;Cytoplasm,cell cortex;Cell membrane;Cytoplasm,P-body",Mitochondrion;Endoplasmic reticulum;Nucleus membrane;cell cortex;Cell membrane;P-body,GO:0005739;GO:0005783;GO:0031965;GO:0005938;GO:0005886;GO:0000932,GO:0031965;GO:0005737;GO:0005739;GO:0036464;GO:0005783;GO:0005886,Cytosol;Cytoplasmic bodies;Nuclear membrane;Mitochondria;Plasma membrane;Endoplasmic reticulum
O00167,199,EYA2_HUMAN,Eyes absent homolog 2,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"27024,59291",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
O00175,182,CCL24_HUMAN,C-C motif chemokine 24,Experimental evidence at protein level,Secreted,ECO:0000269,"35631,45308,56688,66827",Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005634,Nucleoplasm
O00180,192,KCNK1_HUMAN,Potassium channel subfamily K member 1,Experimental evidence at protein level,"Cell membrane;Recycling endosome;Synaptic cell membrane;Cytoplasmic vesicle;Perikaryon;Cell projection,dendrite;Cell projection;Apical cell membrane",ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000269,"16049,22588","Cell membrane_ECO:0000269;Recycling endosome_ECO:0000269;Synaptic cell membrane_ECO:0000250;Cytoplasmic vesicle_ECO:0000250;Perikaryon_ECO:0000250;Cell projection,dendrite_ECO:0000250;Cell projection_ECO:0000250;Apical cell membrane_ECO:0000269",,Cell membrane;Recycling endosome;Apical cell membrane,Cell membrane;Recycling endosome;Apical cell membrane,GO:0005886;GO:0055037;GO:0016324,GO:0005768;GO:0005886,Plasma membrane;Endosomes
O00182,201,LEG9_HUMAN,Galectin-9,Experimental evidence at protein level,Cytoplasm;Nucleus;Secreted,ECO:0000269;ECO:0000269;ECO:0000269,"46876,47218,80347",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269;Secreted_ECO:0000269,,Cytoplasm;Nucleus;Secreted,Cytoplasm;Nucleus;Secreted,GO:0005737;GO:0005634;GO:0005576,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
O00186,184,STXB3_HUMAN,Syntaxin-binding protein 3,Experimental evidence at protein level,"Cytoplasm,cytosol;Cell membrane",ECO:0000269;ECO:0000269,"27225,68533","Cytoplasm,cytosol_ECO:0000269;Cell membrane_ECO:0000269",,"Cytoplasm,cytosol;Cell membrane",cytosol;Cell membrane,GO:0005829;GO:0005886,GO:0005886;GO:0005829,Cytosol;Plasma membrane
O00189,177,AP4M1_HUMAN,AP-4 complex subunit mu-1,Experimental evidence at protein level,"Golgi apparatus,trans-Golgi network membrane;Early endosome",ECO:0000269;ECO:0000269,"56996,63936,66774,68752,72521","Golgi apparatus,trans-Golgi network membrane_ECO:0000269;Early endosome_ECO:0000269",,"Golgi apparatus,trans-Golgi network membrane;Early endosome",trans-Golgi network membrane;Early endosome,GO:0005794;GO:0005769,GO:0005794;GO:0005768,Golgi apparatus;Endosomes
O00204,188,ST2B1_HUMAN,Sulfotransferase 2B1,Experimental evidence at protein level,"Cytoplasm,cytosol;Microsome;Nucleus",ECO:0000269;ECO:0000269;ECO:0000269,"41724,43539,76510","Cytoplasm,cytosol_ECO:0000269;Microsome_ECO:0000269;Nucleus_ECO:0000269",,"Cytoplasm,cytosol;Microsome;Nucleus",cytosol;Nucleus,GO:0005829;GO:0005634,GO:0005634;GO:0005829,Cytosol;Nucleoplasm
O00206,223,TLR4_HUMAN,Toll-like receptor 4,Experimental evidence at protein level,"Cell membrane;Early endosome;Cell projection,ruffle",ECO:0000269;ECO:0000269;ECO:0000250,"4025,49174,68496","Cell membrane_ECO:0000269;Early endosome_ECO:0000269;Cell projection,ruffle_ECO:0000250",,Cell membrane;Early endosome,Cell membrane;Early endosome,GO:0005886;GO:0005769,GO:0005768;GO:0005886,Plasma membrane;Endosomes
